,Methode,Number of queries,Gap,Times
0,1.0,4.0,1.9139143198503667e-14,39.983668088912964
1,2.0,3.0,8.800616853789082,2.77573299407959
2,1.0,2.0,0.0,31.399168014526367
3,2.0,8.0,9.674521714877288,3.9577231407165527
4,1.0,2.0,-1.8977969139658828e-14,32.677793741226196
5,2.0,8.0,9.557609979559176,4.103224992752075
6,1.0,2.0,1.902473524690623e-14,23.182840824127197
7,2.0,8.0,9.461355866047592,3.9963560104370117
8,1.0,4.0,5.768137569683191e-14,50.7243378162384
9,2.0,6.0,8.811079987583987,4.211655855178833
10,1.0,4.0,-1.920933019622347e-14,54.852378845214844
11,2.0,3.0,8.735218223197831,2.5839762687683105
12,1.0,2.0,1.898040916298607e-14,37.18788290023804
13,2.0,8.0,9.499872010255334,4.660400152206421
14,1.0,2.0,-1.6050245893572712e-05,27.063517808914185
15,2.0,3.0,9.944242630477099,2.308311939239502
16,1.0,2.0,1.8982285719973545e-14,34.07504487037659
17,2.0,8.0,9.544055798009301,4.60942006111145
18,1.0,4.0,0.0,52.19640493392944
19,2.0,3.0,8.911105635938924,2.7754828929901123
20,1.0,2.0,-0.0030310355783606936,30.58782982826233
21,2.0,6.0,8.85492188472336,3.7698779106140137
22,1.0,4.0,-1.9145984015271182e-14,50.16847896575928
23,2.0,3.0,8.774266094869086,3.260967969894409
24,1.0,2.0,-1.9004255454649628e-14,37.20479893684387
25,2.0,7.0,9.562572048851836,5.043905973434448
26,1.0,2.0,0.0,32.53950119018555
27,2.0,6.0,9.468329233042004,3.9044458866119385
28,1.0,4.0,1.9193459386394996e-14,52.50889801979065
29,2.0,3.0,8.87720459316438,2.9339311122894287
30,1.0,4.0,0.0,60.38743877410889
31,2.0,3.0,8.84076592970518,3.205535888671875
32,1.0,4.0,1.9223733577026135e-14,41.571598052978516
33,2.0,3.0,8.77573150476441,2.6684730052948
34,1.0,4.0,0.0,49.80500817298889
35,2.0,3.0,8.786138316548671,3.1828670501708984
36,1.0,2.0,1.8988579857459278e-14,34.51270389556885
37,2.0,7.0,9.588428382805327,5.350488185882568
38,1.0,2.0,0.0,44.69817495346069
39,2.0,6.0,9.435530366165256,4.25256609916687
